model,model_key,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,uar,war,parameters,trainable_parameters,training_time_sec,inference_time_sec,best_epoch,best_val_macro_f1
HuBERT,hubert,0.719811320754717,0.7508033331866123,0.7203409968514228,0.7209338783694625,0.7475211507930765,0.719811320754717,0.7188223922347976,0.7203409968514228,0.719811320754717,94376326,94376326,16092.918454170227,201.3818769454956,8,0.6099572437380629
