model,accuracy,macro_f1,uar,war,weighted_f1,parameters,training_time_sec,best_val_macro_f1
HuBERT (Transfer from CREMAD),0.6831275720164609,0.677875536978703,0.6861031289910601,0.6831275720164609,0.6762202084388185,94376338,16700.490480184555,0.6054866096390529
