epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_uar,val_war,epoch_time_sec
1,1.95089137951533,0.12083333333333333,0.0,1.95673668384552,0.10833333333333334,0.049783549783549784,0.043560606060606064,0.12380952380952381,0.10833333333333334,65.28475427627563
2,1.9521942575772604,0.12083333333333333,0.0,1.9555559198061625,0.10833333333333334,0.049783549783549784,0.043560606060606064,0.12380952380952381,0.10833333333333334,62.0028338432312
3,1.9472346703211467,0.12083333333333333,0.0,1.9538486083348592,0.13333333333333333,0.060952380952380945,0.05333333333333334,0.15238095238095237,0.13333333333333333,60.884257078170776
4,1.9503859500090281,0.09166666666666666,0.0,1.951324454943339,0.10833333333333334,0.050574954608846666,0.044253085282740835,0.12380952380952381,0.10833333333333334,60.65923309326172
5,1.947324244181315,0.10416666666666667,0.0,1.9481300512949626,0.15,0.06773929083828653,0.05927187948350072,0.17142857142857143,0.15,60.763307094573975
6,1.9439590056737264,0.15416666666666667,0.0,1.94422687292099,0.15833333333333333,0.07300603309902032,0.06388027896164278,0.18095238095238095,0.15833333333333333,59.08649492263794
7,1.939391134182612,0.17083333333333334,0.0,1.940429949760437,0.125,0.05397963757443812,0.047232182877633345,0.14285714285714285,0.125,59.74263906478882
8,1.9399876435597738,0.19166666666666668,0.0,1.935265298684438,0.275,0.14424698206343775,0.18634269158398906,0.22380952380952382,0.275,60.73277401924133
9,1.933868811527888,0.25,0.0,1.9282559633255005,0.30833333333333335,0.1450956450956451,0.1867877492877493,0.21904761904761902,0.30833333333333335,58.76965665817261
10,1.9262550950050354,0.32916666666666666,0.0,1.9196460803349813,0.2916666666666667,0.14233604976144992,0.17773553290297084,0.19047619047619047,0.2916666666666667,61.56184530258179
11,1.913875804344813,0.35833333333333334,0.0,1.9085668802261353,0.325,0.19278983868536106,0.2246612581034223,0.22857142857142856,0.325,63.226176023483276
12,1.8980851809183756,0.42083333333333334,0.0,1.8814006686210631,0.36666666666666664,0.24825499430541445,0.27972312001723765,0.27619047619047615,0.36666666666666664,61.20858812332153
13,1.866477624575297,0.44166666666666665,0.0,1.8031195441881815,0.49166666666666664,0.3209183673469388,0.37455357142857143,0.41904761904761906,0.49166666666666664,59.18565821647644
14,1.754186507066091,0.42916666666666664,0.0,1.701776421070099,0.375,0.20063193511469374,0.2816135492859631,0.29523809523809524,0.375,58.867645025253296
15,1.5953646262486776,0.5208333333333334,0.0,1.5938592990239462,0.43333333333333335,0.3135289210233593,0.3759003058954394,0.37142857142857144,0.43333333333333335,60.89389109611511
16,1.450730284055074,0.6458333333333334,0.0,1.5850058197975159,0.43333333333333335,0.37030534915873264,0.4057479497446603,0.4142857142857143,0.43333333333333335,59.98403787612915
17,1.324236226081848,0.6708333333333333,0.0,1.4446838974952698,0.5,0.4088617940544918,0.45689200083216314,0.46190476190476193,0.5,64.27701091766357
18,1.2075485159953436,0.775,0.0,1.5678127566973368,0.36666666666666664,0.349477731596071,0.34745968181322867,0.3857142857142857,0.36666666666666664,62.65945100784302
19,1.1356808493534725,0.8041666666666667,0.0,1.6303081552187602,0.3333333333333333,0.3192519751686366,0.31139676032383906,0.3571428571428571,0.3333333333333333,64.38202691078186
20,1.0610136449337007,0.7916666666666666,0.0,1.741179245710373,0.25,0.18776785283937342,0.19061266070813598,0.26666666666666666,0.25,63.775633811950684
21,1.0235890835523604,0.8125,0.0,1.5040913760662078,0.35833333333333334,0.2831605382624919,0.31547380431301375,0.34761904761904766,0.35833333333333334,62.70617175102234
22,0.9540850073099136,0.8541666666666666,0.0,1.544105702638626,0.3416666666666667,0.26745971115719014,0.285163610898905,0.34761904761904766,0.3416666666666667,62.63519906997681
