model,model_key,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,uar,war,parameters,trainable_parameters,training_time_sec,inference_time_sec,best_epoch,best_val_macro_f1
Wav2Vec2-XLS-R-300M,wav2vec2_xlsr_300m,0.1976190476190476,0.0581888138204148,0.1976190476190476,0.08859246027744565,0.0581888138204148,0.1976190476190476,0.08859246027744566,0.1976190476190476,0.1976190476190476,315445895,7175,2314.449590921402,148.86885285377502,4,0.08837513891940436
