epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_uar,val_war,epoch_time_sec
1,1.6095316159097772,0.2119205298013245,0.0,1.5911680221557618,0.32558139534883723,0.26233095995556227,0.23583389408933814,0.37407407407407406,0.32558139534883723,3.9483330249786377
2,1.5347365517365306,0.3609271523178808,0.0,1.2952876210212707,0.5658914728682171,0.47286073403720463,0.5147889620301841,0.543013468013468,0.5658914728682171,3.2301878929138184
3,1.2941148971256458,0.48013245033112584,0.0,1.1679882884025574,0.4883720930232558,0.4190555619200366,0.4519232248204106,0.4954545454545454,0.4883720930232558,3.1484639644622803
4,1.1468769845209623,0.6009933774834437,0.0,1.0216801762580872,0.5968992248062015,0.5506182121971596,0.5971051660158148,0.5913720538720539,0.5968992248062015,3.1632299423217773
5,1.0503786833662736,0.5529801324503312,0.0,1.137815034389496,0.5503875968992248,0.4637092731829574,0.5158477589322144,0.5718434343434344,0.5503875968992248,3.167513132095337
6,1.033448969063006,0.5960264900662252,0.0,0.8800095319747925,0.7364341085271318,0.6856398116731108,0.7228278557579636,0.6936026936026937,0.7364341085271318,3.1549129486083984
7,0.8872210132448297,0.6688741721854304,0.0,0.8908442616462707,0.6434108527131783,0.6539940760993392,0.6566733959634817,0.6801767676767677,0.6434108527131783,2.9384989738464355
8,0.8152024777312028,0.6109271523178808,0.0,0.8096516370773316,0.689922480620155,0.6427709180885224,0.6773150715243316,0.6807659932659933,0.689922480620155,2.8580169677734375
9,0.7873908469551488,0.6622516556291391,0.0,0.8081498503684997,0.7364341085271318,0.7140880503144654,0.7309833747745113,0.725547138047138,0.7364341085271318,2.9073851108551025
10,0.7056559104668466,0.7003311258278145,0.0,0.7760825037956238,0.6744186046511628,0.6603671255736336,0.6740014164993063,0.7088804713804714,0.6744186046511628,2.86958909034729
11,0.670539339906291,0.6970198675496688,0.0,0.748901653289795,0.6434108527131783,0.6296133815135516,0.6542032909086952,0.7100589225589226,0.6434108527131783,2.890418767929077
12,0.6862022280693054,0.7201986754966887,0.0,0.7584080219268798,0.6511627906976745,0.6638657086147907,0.64804991358178,0.7080808080808081,0.6511627906976745,2.939378023147583
13,0.6259099480352903,0.706953642384106,0.0,0.7956852912902832,0.6356589147286822,0.6596327240715318,0.6458962458844484,0.709469696969697,0.6356589147286822,2.865332841873169
14,0.5359137654304504,0.7715231788079471,0.0,0.7814421772956848,0.7364341085271318,0.7121433681572097,0.7314345850412027,0.7261363636363637,0.7364341085271318,2.927619695663452
