model,model_key,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,uar,war,parameters,trainable_parameters,training_time_sec,inference_time_sec,best_epoch,best_val_macro_f1
emotion2vec+,emotion2vec_plus,0.25833333333333336,0.1791767554479419,0.15238095238095237,0.07577220077220079,0.1885593220338983,0.25833333333333336,0.11697635135135136,0.15238095238095237,0.25833333333333336,94377095,94377095,1277.2536931037903,23.827603340148926,12,0.20316261422380094
