model,accuracy,macro_f1,uar,war,weighted_f1,parameters,training_time_sec,best_val_macro_f1
HuBERT (Transfer from CREMAD),0.7291666666666666,0.7119136757766851,0.7109375,0.7291666666666666,0.7260412541617974,94377876,4678.163365840912,0.6961253119921058
Wav2Vec2 (Transfer from CREMAD),0.675,0.6595212302559161,0.66015625,0.675,0.670155978939644,94377876,5802.157499074936,0.6894645915954234
WavLM (Transfer from CREMAD),0.6666666666666666,0.6505243534177728,0.6640625,0.6666666666666666,0.6588049243473787,94388100,5119.314920902252,0.6787709776440316
