model_key,model,angry,calm,disgust,fearful,happy,neutral,sad,surprised
hubert_transfer_cremad_weighted,HuBERT (Transfer from CREMAD),0.8266666666666667,0.7142857142857143,0.7636363636363637,0.7272727272727273,0.7017543859649122,0.5,0.6875,0.7741935483870968
wav2vec2_transfer_cremad_weighted,Wav2Vec2 (Transfer from CREMAD),0.7945205479452054,0.7466666666666667,0.7272727272727273,0.6415094339622641,0.5230769230769231,0.5,0.6461538461538462,0.696969696969697
wavlm_transfer_cremad_weighted,WavLM (Transfer from CREMAD),0.7777777777777778,0.6753246753246753,0.6666666666666666,0.6666666666666666,0.6176470588235294,0.5263157894736842,0.5106382978723404,0.7631578947368421
