epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_uar,val_war,epoch_time_sec
1,1.6107687063333465,0.3226977455101261,0.0,1.5327457851833768,0.38153310104529614,0.31696435672467027,0.3144992730622172,0.38690476190476186,0.38153310104529614,34.75125980377197
2,1.4455106730868177,0.41555215896064196,0.0,1.4942055940628052,0.367595818815331,0.30924200188482776,0.30686916803053144,0.3782596371882086,0.367595818815331,29.455703735351562
3,1.373367699908047,0.4403897592663355,0.0,1.5765397681130304,0.3719512195121951,0.2993573212390251,0.296306829539586,0.3827947845804989,0.3719512195121951,29.201758861541748
4,1.3208980960089987,0.46866641192204817,0.0,1.495440948340628,0.42334494773519166,0.39495462783055274,0.3931099056972951,0.4263038548752835,0.42334494773519166,29.332545042037964
5,1.258155172917901,0.4980894153611005,0.0,1.4462451885143917,0.4346689895470383,0.3929021588618003,0.39068793784064015,0.4421768707482993,0.4346689895470383,32.25261116027832
6,1.1720723513422944,0.5370653419946504,0.0,1.5018327335516612,0.4381533101045296,0.423682338850721,0.42210308183228307,0.4411848072562359,0.4381533101045296,29.332483768463135
7,1.1175205900174816,0.5641956438670233,0.0,1.3976341403192944,0.46777003484320556,0.4574762355287257,0.4568595919882152,0.4705215419501134,0.46777003484320556,31.548412799835205
8,1.0483145194082726,0.6010699273977838,0.0,1.4452554749117956,0.47560975609756095,0.46671284827171555,0.46519740179429014,0.4798752834467121,0.47560975609756095,32.65347385406494
9,0.9679829630909896,0.6379442109285441,0.0,1.3995801558097203,0.4738675958188153,0.4504015065946303,0.4482616508232715,0.4805839002267574,0.4738675958188153,33.43204092979431
10,0.9190713657838542,0.649789835689721,0.0,1.3926142222351499,0.4878048780487805,0.47870670431530843,0.47716039800207466,0.49078798185941036,0.4878048780487805,24.929173946380615
11,0.8457363513184757,0.684753534581582,0.0,1.4377730968925688,0.5043554006968641,0.4912298498897456,0.48965500020194147,0.5103458049886621,0.5043554006968641,22.040283203125
12,0.7811261909763988,0.7158960641956439,0.0,1.4719758447673585,0.5165505226480837,0.5122997231348393,0.5107719462615775,0.5208333333333334,0.5165505226480837,25.909061908721924
13,0.7142494902378176,0.7392051967902178,0.0,1.5470425917042627,0.5130662020905923,0.5055990217110279,0.5037400178059753,0.5167233560090704,0.5130662020905923,31.54105281829834
14,0.6554306712819309,0.7604126862820023,0.0,1.573518259657754,0.5156794425087108,0.5098973564281731,0.508171800212023,0.5199829931972789,0.5156794425087108,31.682515859603882
15,0.6075281769764133,0.7783721818876577,0.0,1.6197633826070361,0.5078397212543554,0.5028012609932436,0.5014660537727557,0.5111961451247166,0.5078397212543554,30.924306392669678
16,0.5478517846545068,0.8005349636988919,0.0,1.727945700287819,0.5034843205574913,0.49829507175698357,0.4971719635645865,0.5041099773242631,0.5034843205574913,26.073117971420288
17,0.49494353327445867,0.819067634696217,0.0,1.779937718477514,0.5252613240418118,0.5163073953815007,0.5145596986112212,0.5307539682539683,0.5252613240418118,31.80913496017456
18,0.44367616823533684,0.8442873519296905,0.0,1.8547640376620822,0.5165505226480837,0.5128388786250282,0.5114832158443806,0.5195578231292518,0.5165505226480837,31.680805206298828
19,0.4017625617363104,0.8589988536492167,0.0,1.911893155839708,0.509581881533101,0.5052621002180905,0.5040202057043635,0.5114795918367346,0.509581881533101,32.04538011550903
20,0.3642678534294047,0.876958349254872,0.0,1.918865097893609,0.514808362369338,0.5121767850430085,0.5109169557212758,0.5175736961451247,0.514808362369338,31.3458571434021
