epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_uar,val_war,epoch_time_sec
1,2.080482578277588,0.21666666666666667,0.12036479167646522,2.070101708173752,0.2,0.11136638982115883,0.11879081580923609,0.1875,0.2,4.509907960891724
2,2.0614355246225995,0.22604166666666667,0.1530635796876764,2.016533687710762,0.2375,0.16145454158921668,0.15196501313820246,0.26953125,0.2375,3.83284592628479
3,1.9159814556439718,0.275,0.15599084981942418,1.869896650314331,0.2708333333333333,0.15370024939530152,0.16394693268832164,0.25390625,0.2708333333333333,3.7956347465515137
4,1.7862536827723186,0.30104166666666665,0.21994479034951872,1.8332422971725464,0.2791666666666667,0.21043799928966722,0.2070758948944856,0.2734375,0.2791666666666667,3.80216908454895
5,1.7312464276949564,0.3333333333333333,0.26560643400345973,1.7969517558813095,0.32083333333333336,0.2520542529852361,0.2567366577297064,0.31640625,0.32083333333333336,3.812180280685425
6,1.7013128598531086,0.38333333333333336,0.2807220546096263,1.7959307581186295,0.29583333333333334,0.21110474492827436,0.22517839459015931,0.27734375,0.29583333333333334,3.8240342140197754
7,1.6219657381375632,0.3614583333333333,0.3141952227201535,1.866428628563881,0.32083333333333336,0.2684910544929263,0.28639045812578806,0.30078125,0.32083333333333336,3.793484926223755
8,1.566175925731659,0.4166666666666667,0.39469982027181894,1.7964081317186356,0.32083333333333336,0.2884392312798717,0.2858998058822033,0.33203125,0.32083333333333336,3.7432518005371094
9,1.4862469514211019,0.503125,0.48800054005740845,1.6660293191671371,0.38333333333333336,0.35836440014571536,0.36174253964260916,0.375,0.38333333333333336,3.777143955230713
10,1.3937641024589538,0.49166666666666664,0.4580596760788224,1.7948507070541382,0.3458333333333333,0.290317973142418,0.3038754032359705,0.328125,0.3458333333333333,3.787062883377075
11,1.375730820496877,0.525,0.5025697966476058,1.7178862392902374,0.37083333333333335,0.35309096484654345,0.349963695836313,0.36328125,0.37083333333333335,3.797022819519043
12,1.317484188079834,0.5010416666666667,0.477164067216728,1.7367154657840729,0.3875,0.344356974043499,0.33654487487716817,0.3984375,0.3875,3.80314302444458
13,1.2239957571029663,0.6041666666666666,0.5809125683652481,1.6249706596136093,0.36666666666666664,0.31388594229153655,0.32779412791798984,0.34765625,0.36666666666666664,3.7820141315460205
14,1.2112984200318655,0.6,0.5837823241824165,1.710648775100708,0.38333333333333336,0.317191292314077,0.3319881721191425,0.36328125,0.38333333333333336,3.783903121948242
