emotion,precision,recall,f1_score,support
neutral,0.8135593220338984,0.8727272727272727,0.8421052631578947,55
calm,0.72,0.75,0.7346938775510204,24
happy,0.875,0.5833333333333334,0.7,12
sad,0.6666666666666666,0.5217391304347826,0.5853658536585366,23
angry,0.631578947368421,0.8,0.7058823529411765,15
macro avg,0.7413609872137972,0.7055599472990778,0.7136094694617257,129
weighted avg,0.7545176764009617,0.751937984496124,0.7472875384742068,129
