epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_uar,val_war,epoch_time_sec
1,2.0306722596287727,0.2520833333333333,0.0,1.9835359315077463,0.35833333333333334,0.2506408246203786,0.2673502129284039,0.3359375,0.35833333333333334,232.67134499549866
2,1.9466909756263098,0.39375,0.0,1.8536739468574523,0.5083333333333333,0.4078569559512474,0.43504741968133054,0.4765625,0.5083333333333333,222.4264941215515
3,1.8381149232387544,0.48125,0.0,1.7667595783869425,0.5083333333333333,0.4136028769615955,0.4411764020923685,0.4765625,0.5083333333333333,221.72171092033386
4,1.7361753359436989,0.5395833333333333,0.0,1.6774870475133261,0.49583333333333335,0.3996589324176041,0.42630286124544436,0.46484375,0.49583333333333335,223.51917815208435
5,1.624173329770565,0.5947916666666667,0.0,1.5927753110726675,0.5375,0.4375200187409489,0.46668801999034554,0.50390625,0.5375,225.87058186531067
6,1.5119615584611892,0.6333333333333333,0.0,1.5093738079071044,0.55,0.454588673371091,0.4848945849291637,0.515625,0.55,225.56458234786987
7,1.3846790082752705,0.678125,0.0,1.4425889740387599,0.55,0.4508251930252646,0.4808802058936156,0.515625,0.55,225.32658100128174
8,1.2547591713567574,0.703125,0.0,1.40178333123525,0.525,0.43246905873773556,0.4613003293202513,0.4921875,0.525,226.25140285491943
9,1.1274650504191717,0.7125,0.0,1.2688535764813422,0.6,0.5032022586271938,0.5367490758690068,0.5625,0.6,225.55359196662903
10,0.973586676021417,0.74375,0.0,1.205353004237016,0.6,0.5041857950298724,0.5377981813651972,0.5625,0.6,226.1724202632904
11,0.8447849318385124,0.7625,0.0,1.1767595157027244,0.575,0.48835114734235696,0.520907890498514,0.5390625,0.575,228.63788318634033
12,0.7197456606974204,0.7708333333333334,0.0,1.1460730078319707,0.6166666666666667,0.5206937463980807,0.5554066628246195,0.578125,0.6166666666666667,227.30184817314148
13,0.6020599076524377,0.7875,0.0,1.139726284146309,0.6166666666666667,0.5405050505050505,0.5765387205387206,0.578125,0.6166666666666667,227.5160927772522
14,0.5213651976858577,0.8239583333333333,0.0,1.1316461684803167,0.6,0.5459125126509222,0.5765095787117083,0.56640625,0.6,230.9548532962799
15,0.46844312278553846,0.9020833333333333,0.0,1.0560894938806693,0.6666666666666666,0.6365892655069713,0.6568063276518804,0.640625,0.6666666666666666,232.64318203926086
16,0.3887032253667712,0.9458333333333333,0.0,1.1742254169036945,0.6333333333333333,0.5881706513193645,0.6140486947406554,0.6015625,0.6333333333333333,233.77598214149475
17,0.3334270711056888,0.94375,0.0,0.9404439294710756,0.6875,0.6578622278924404,0.6826720907043173,0.66015625,0.6875,234.68167805671692
18,0.27732119830325247,0.9635416666666666,0.0,1.0503911526252827,0.6875,0.6553109939219777,0.6799507744691571,0.66015625,0.6875,245.37110686302185
19,0.22658219020813702,0.9635416666666666,0.0,1.1689529411805173,0.6708333333333333,0.638945975393709,0.6583539679561881,0.64453125,0.6708333333333333,247.7760419845581
20,0.14331325925886632,0.9875,0.0,1.2139696747685471,0.6708333333333333,0.6450538782591437,0.6650689643959602,0.6484375,0.6708333333333333,243.6906349658966
21,0.09466362581588328,0.9947916666666666,0.0,1.1800626022120317,0.7041666666666667,0.6819481281848782,0.6999603563383798,0.6875,0.7041666666666667,234.75549983978271
22,0.07648262977600098,0.990625,0.0,1.2092180530385426,0.6833333333333333,0.6601415882017685,0.6851034083676006,0.66015625,0.6833333333333333,233.77342796325684
23,0.09110171399855366,0.9833333333333333,0.0,1.2528391111952564,0.7083333333333334,0.6894645915954234,0.7043177865906739,0.69140625,0.7083333333333334,231.15795493125916
24,0.036839401702551795,0.9979166666666667,0.0,1.445606175220261,0.675,0.6520040387216319,0.672482468889281,0.65234375,0.675,232.589772939682
25,0.028369631563934187,0.996875,0.0,1.3630729771762466,0.7041666666666667,0.6712659563632342,0.6955041996079626,0.67578125,0.7041666666666667,232.53518676757812
