model,model_key,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,uar,war,parameters,trainable_parameters,training_time_sec,inference_time_sec,best_epoch,best_val_macro_f1
WavLM (Transfer from CREMAD),wavlm,0.6666666666666666,0.69552764486975,0.6640625,0.6505243534177728,0.7115931242247032,0.6666666666666666,0.6588049243473787,0.6640625,0.6666666666666666,94388100,94388100,5119.314920902252,72.34477305412292,22,0.6787709776440316
