emotion,precision,recall,f1_score,support
neutral,0.8212290502793296,0.5632183908045977,0.6681818181818182,261
happy,0.5855263157894737,0.6180555555555556,0.6013513513513513,288
sad,0.8041958041958042,0.3993055555555556,0.5336426914153132,288
angry,0.5483870967741935,0.8263888888888888,0.6592797783933518,288
fear,0.6005917159763313,0.7048611111111112,0.6485623003194888,288
disgust,0.49504950495049505,0.5208333333333334,0.5076142131979695,288
macro avg,0.6424965813276046,0.6054438058748404,0.6031053588098821,1701
weighted avg,0.6396595580109105,0.606114050558495,0.6020723991373116,1701
