model,accuracy,macro_f1,uar,war,weighted_f1,parameters,training_time_sec,best_val_macro_f1
MFCC + LSTM,0.3291666666666666,0.2816790892848863,0.30859375,0.3291666666666666,0.3004576952372121,833544,53.96113610267639,0.3583644001457153
MFCC + CNN-BiLSTM,0.425,0.3984306322519116,0.421875,0.425,0.4063880232392484,924488,75.6233298778534,0.449902333119351
Wav2Vec2-XLS-R-300M,0.1333333333333333,0.0294117647058823,0.125,0.1333333333333333,0.0313725490196078,315446920,3089.4349040985107,0.0294117647058823
Wav2Vec2,0.5,0.4933183233892454,0.5,0.5,0.4965765819855655,94377864,7023.377543926239,0.692577741661029
HuBERT,0.325,0.2116949698783836,0.3046875,0.325,0.2258079678702759,94377864,2865.1609988212585,0.356501459562939
WavLM,0.6708333333333333,0.663069939012646,0.68359375,0.6708333333333333,0.6581517945959452,94388088,12206.490410089493,0.7495227728881922
emotion2vec+,0.5,0.4933183233892454,0.5,0.5,0.4965765819855655,94377864,6893.121912240982,0.692577741661029
BEATs,0.3458333333333333,0.2466335784012623,0.32421875,0.3458333333333333,0.2630758169613465,94388088,3010.1608612537384,0.2631826017120134
