model,model_key,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,uar,war,parameters,trainable_parameters,training_time_sec,inference_time_sec,best_epoch,best_val_macro_f1
Wav2Vec2,wav2vec2,0.6924528301886792,0.7348908288426519,0.692865205251589,0.6982367464585789,0.732781279755689,0.6924528301886792,0.696691244444117,0.692865205251589,0.6924528301886792,94376326,94376326,7423.679640054703,206.13043975830078,5,0.6382588111762196
